x,y,z
-6.700427386566101,-6.04171419775525,3.9875326598398946
6.50938802677938,-2.857079590215519,5.227394909753112
-4.537727315811546,-6.930794229429392,1.0156329640589696
5.662123584407803,-8.150200941160477,-0.35397761752370727
-9.538353183312477,1.880473771114934,6.679061286924508
1.9706725618205532,3.0832439869736064,2.297431472026414
3.640502515424341,9.353819636114103,4.22404215959158
-8.080937739961996,-2.344088556252249,3.1113661026440003
-3.3377059692270343,-5.440294629893785,6.52893173916479
-3.6213048407098487,7.249012396555365,-5.324088538271184
-9.256686023037442,3.37519346918395,8.489767220278651
9.869356276427428,-1.2533588779936657,0.8328689222104142
-8.694643170709139,-4.641415019826642,-5.930146121030799
-8.353861603378224,-6.949295536981188,-1.5355330390948385
-8.623513674907649,-3.2925128568228264,7.480099981885896
-3.731678346342788,6.574377019862315,7.230425036158895
-7.88373219775001,-1.9005212518865395,5.817900096435979
2.060589241807209,9.528852601813188,-7.668897994206589
-8.701651410600338,-1.165320547425658,-0.4470339871540556
4.833511144902992,5.2739037135421185,6.922773914881105
