x,y,z
5.356524705627532,-4.710716396585828,6.454616751242483
0.549001097819378,8.45156185632733,3.7006876023742503
4.456331302367982,-5.797313401366133,-8.28196992499775
9.525767897827684,5.87651557093421,6.721273017104057
6.202889916917531,-7.893758476371602,-0.03365367725818302
-3.531386529836924,-3.2667434149788255,-7.503301019979047
9.426954315507093,-2.2213467373362423,0.5397178136366794
-8.258976238113327,-9.882741286146492,-4.439312299319413
6.201992133932961,-7.448111001187083,-7.791165819972332
-0.9148852107485528,4.5120375766267,-1.9849874078867984
7.078136521704536,-2.914943191603159,-2.752636750904596
-1.8885427004576911,-3.955036442355997,4.47256964816464
6.617318288033946,5.163166341720892,9.212554973053045
1.7328341928981494,-0.8283381390874407,-3.714080896588352
-2.3951891344764746,4.751705615841988,8.538618988230894
4.1938492144188935,1.580351514859828,5.398143943572336
9.741039708909433,2.504399133452468,-9.181252624855388
6.715285503815235,0.5559690944093987,-4.853168805735988
3.2380599287376093,-1.8521317783570694,3.977249633347297
9.983536600865584,-6.5194829588018095,-9.997158179373628
