x,y,z
-7.052546253773054,-3.0323894001080687,-7.6956628396145765
3.2131578090941844,-4.0449834074113085,3.756915693545835
-9.831098986403102,-3.8123997390204796,7.398453028043214
5.603610885769971,-8.10608140357487,5.065376217978923
0.30627771544138227,7.519398228809624,0.02428494486878563
1.671042744499502,3.6238072042444927,7.040850024435311
0.17464593322612032,-8.135639494632894,-8.214512104281388
-2.135488396236549,-8.443279746840407,6.5104014352866955
-5.691840720594456,1.1497635953662346,6.968588228431432
4.631488510843624,-4.33722179585696,1.9917591355089481
-9.067895082133967,9.915738900287689,-7.384644646726059
7.800557026446281,7.507203862355144,-8.316625032752189
-6.817887918555092,-5.272877958340194,0.35841268166737095
1.1901127552716577,5.397822359496914,-5.319736825491774
-7.896687607551984,2.9863306859696266,0.2034377381320045
-8.318822323123356,-6.9960228968027565,2.275931201734087
-2.909528493321309,3.8693485433426567,-6.1457819068444035
-3.7440313574876782,2.9199138078829563,-1.9502684724849075
-7.308550664755469,-1.109261889187687,-4.5779336263462085
-1.3902260749671047,5.802093573037432,-1.256688646855963
