x,y,z
-5.0325717202294795,-4.2729271905090815,-6.177173738208568
-2.597808944458637,-2.4179041025305192,3.618582460307181
-7.140634665497196,3.592041306394977,-7.0418111634968605
-5.86387945003805,-4.9492255122250395,-3.013864748617772
9.327847197244033,1.1713561464412194,-5.82997885034816
-1.934604196221164,-6.900589990941112,5.886813099680646
-6.8183147723174775,-0.37367373851877517,4.970068445612171
-7.896087183530545,-2.8876052381707984,-8.176288170168537
5.17283982648391,8.283999080726218,-6.181187635441825
6.752612355838107,-7.199066011391877,1.1511741361856949
-7.680355657397653,-1.8691105763231253,-6.166841539015049
-3.8109529996933826,-9.837832498539893,-5.705697420664113
9.919832677883655,-0.817064504582838,9.49643317599974
5.682212170161286,-9.935795893240522,2.403279710970107
-2.9828654124964515,3.5105960965261644,-6.456950146155527
-6.862525716401306,-8.007682098090886,3.2032663368027396
3.3193482980962976,-2.857910491976323,-6.187939864523724
8.087522302873467,1.8868756914118183,-3.6263992761353325
3.601209887305526,5.486511394865934,-2.9964305337824655
-7.524646379732934,-2.931721325735217,5.765339132196434
