x,y,z
-8.979516574151125,1.265564663236102,7.10630415350483
0.2892291011617232,7.182690551487816,-3.797151599277999
-9.809565052996811,8.087487910038725,8.671703689083202
-2.9434151315935653,0.31781677728383073,-5.025182084565332
-9.60771340214243,-7.790731551930092,5.934568244010567
-2.5690945804253174,-7.931363136290434,-9.732252600377544
-0.43159280235922814,5.87913701411021,9.304609938107326
-0.5755843487107537,4.607454493558205,1.6520717269820917
5.711774643657687,7.025284784582595,1.5630766578619593
-3.0564092449209728,2.3210733514139044,3.529053508964912
5.104090493929984,4.219559114181671,0.5187607557829104
-2.527104782309449,4.373658533901978,-8.679801334822328
-2.371301496017044,7.27365952556897,-4.791195414434696
-7.97465244917944,1.626152682032325,5.2684065746279956
5.243120751047517,-0.9041725255353938,-6.742591384282122
5.62472133991902,4.060464691324109,3.137199867739941
-7.502883894025412,-6.304337524222873,-1.155299833248094
-6.802463090357316,-7.845660222261817,8.419759305896868
5.048370840422438,-6.1709653952171735,-7.516305923593272
-7.324749553889138,-0.365831584715659,-9.799268577246853
