x,y,z
2.8424163533114246,0.36922282704457743,8.265675583596721
9.793836505365721,-0.03813210172036818,-0.41801834945836447
5.288639025523425,1.1183123969442335,-9.633960650441555
-5.382988129184381,-5.882552000311767,2.0726184382820563
-6.013170299196511,-6.573778120153959,9.812505637811363
3.726172544742983,-9.806069161386176,-2.6320683664340656
-3.4769432313885655,2.283424189677934,0.35611223944988524
-4.189896185744111,1.9440760479596868,-3.719082564590801
5.762125758034324,9.776926179952369,-8.878052046939665
-1.0621881864027944,8.813595669662334,-8.88734583826919
-1.7020610345272544,-2.61134166386708,-6.092682042302194
8.20621700509577,-6.824205572470783,5.302258072589067
-7.883494427808593,-0.6956394456249608,-4.577202393658801
-1.682680290594318,2.701878376013628,-6.060809765203192
-3.325981774163534,9.159724236383994,6.908876771316319
5.219247378891254,-7.747917318861237,9.41797605031509
-4.604945777806202,0.7775827220985896,7.658332944815008
-2.252999284371999,-7.17754830364997,2.409042062624014
5.08366451684255,1.7265409536963645,3.4295906422285682
-1.3462877861810174,4.9525128152042015,-1.1597867204048473
